Doc No,Tran Type,Customer ID,Class,OrderDate,ShipDate,Terms,Ship Method,Line No,Item,Ordered,Shipped,BackOrder,BackOrder2,PricePer,Status,SalesRepID,CustomerType,DiscountAmount,SOAmount,SOPaymentAmount,Available,InvoiceNo
33182,Sales Order,6255,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,1,TBK0172-0001,1,1,0,0,45,Closed,45,Retail,8,67.5,67.5,7,46035
33182,Sales Order,6255,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,2,BRS-0005,1,1,0,0,12.5,Closed,45,Retail,8,67.5,67.5,5552.69,46035
33182,Sales Order,6255,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,4,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,8,67.5,67.5,0,46035
33183,Sales Order,6256,Retail:Online,5/10/2028,5/16/2028,Paypal,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,52.95,52.95,0,46050
33183,Sales Order,6256,Retail:Online,5/10/2028,5/16/2028,Paypal,USPS Priority,1,DAC0750-0001,1,1,0,0,36,Closed,45,Retail,0,52.95,52.95,0,46050
33183,Sales Order,6256,Retail:Online,5/10/2028,5/16/2028,Paypal,USPS Priority,2,Shipping & Handling,1,1,0,0,6.95,Closed,45,Retail,0,52.95,52.95,0,46050
33184,Sales Order,6257,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,2,DAC0741-0002,1,1,0,0,8,Closed,45,Retail,19.01,99.12,99.12,47,In Queue
33184,Sales Order,6257,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,3,RVRF-1331,1,1,0,0,55,Closed,45,Retail,19.01,99.12,99.12,5,In Queue
33184,Sales Order,6257,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,1,TBK0205-0002-HS-DG,1,1,0,0,55.13,Closed,45,Retail,19.01,99.12,99.12,0,In Queue
33184,Sales Order,6257,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,4,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,19.01,99.12,99.12,0,In Queue
33185,Sales Order,6258,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,61.95,61.95,0,46018
33185,Sales Order,6258,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,1,TBK0172-0004,1,1,0,0,45,Closed,45,Retail,0,61.95,61.95,0,46018
33185,Sales Order,6258,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,6.95,Closed,45,Retail,0,61.95,61.95,0,46018
33186,Sales Order,6259,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,62.3,62.3,0,46016
33186,Sales Order,6259,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,1,TBK0172-0001,1,1,0,0,45,Closed,45,Retail,0,62.3,62.3,7,46016
33186,Sales Order,6259,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.3,Closed,45,Retail,0,62.3,62.3,0,46016
33187,Sales Order,6260,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,95.5,95.5,0,46048
33187,Sales Order,6260,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,1,ROF0060-0106,1,1,0,0,85.5,Closed,45,Retail,0,95.5,95.5,8,46048
33187,Sales Order,6260,Retail:Online,5/10/2028,5/16/2028,Credit Card,Free Shipping,2,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,95.5,95.5,0,46048
33188,Sales Order,6261,Retail:Online,5/10/2028,5/16/2028,Credit Card,UPS 2nd Day,1,DAC0190-0002,1,1,0,0,45,Closed,45,Retail,0,111.5,111.5,1,45870
33188,Sales Order,6261,Retail:Online,5/10/2028,5/16/2028,Credit Card,UPS 2nd Day,2,DAC0750-0002,1,1,0,0,36,Closed,45,Retail,0,111.5,111.5,1,45870
33188,Sales Order,6261,Retail:Online,5/10/2028,5/16/2028,Credit Card,UPS 2nd Day,3,Shipping & Handling,1,1,0,0,30.5,Closed,45,Retail,0,111.5,111.5,0,45870
33189,Sales Order,6262,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,1,RPH0030-0002-WP,3,3,0,0,101.25,Closed,45,Retail,0,329,329,1,45981
33189,Sales Order,6262,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,25.25,Closed,45,Retail,0,329,329,0,45981
33190,Sales Order,6263,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,48.45,48.45,0,46041
33190,Sales Order,6263,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,1,ROD0001-0002,1,1,0,0,31.5,Closed,45,Retail,0,48.45,48.45,-3,46041
33190,Sales Order,6263,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,6.95,Closed,45,Retail,0,48.45,48.45,0,46041
33191,Sales Order,6264,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,52.05,52.05,0,46040
33191,Sales Order,6264,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,1,RPH0010-0015,1,1,0,0,35,Closed,45,Retail,0,52.05,52.05,1,46040
33191,Sales Order,6264,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.05,Closed,45,Retail,0,52.05,52.05,0,46040
33192,Sales Order,6265,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,1,ROD0001-0202-PK,1,1,0,0,33.75,Closed,45,Retail,0,41.05,41.05,7,45909
33192,Sales Order,6265,Retail:Online,5/10/2028,5/16/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.3,Closed,45,Retail,0,41.05,41.05,0,45909
33193,Sales Order,6266,Retail:Online,5/10/2028,5/16/2028,Credit Card,FedEx Priority,1,TBK0050-0002-BK,1,1,0,0,67.5,Closed,45,Retail,0,126.65,126.65,0,45962
33193,Sales Order,6266,Retail:Online,5/10/2028,5/16/2028,Credit Card,FedEx Priority,2,Shipping & Handling,1,1,0,0,59.15,Closed,45,Retail,0,126.65,126.65,0,45962
33194,Sales Order,6267,Retail:Online,5/10/2028,5/17/2028,Credit Card,Free Shipping,3,RVRR-1318,1,1,0,0,25,Closed,45,Retail,8.81,79.32,79.32,0,45974
33194,Sales Order,6267,Retail:Online,5/10/2028,5/17/2028,Credit Card,Free Shipping,1,TBK0205-0004-MS,1,1,0,0,50.63,Closed,45,Retail,8.81,79.32,79.32,1,45974
33194,Sales Order,6267,Retail:Online,5/10/2028,5/17/2028,Credit Card,Free Shipping,2,BRS-0005,1,1,0,0,12.5,Closed,45,Retail,8.81,79.32,79.32,5552.69,45974
33194,Sales Order,6267,Retail:Online,5/10/2028,5/17/2028,Credit Card,Free Shipping,4,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,8.81,79.32,79.32,0,45974
33195,Sales Order,6268,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,1,TBK0080-0002,1,1,0,0,101.25,Closed,45,Retail,0,101.25,101.25,0,45953
33195,Sales Order,6268,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,2,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,101.25,101.25,0,45953
33196,Sales Order,6269,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,78,78,0,46020
33196,Sales Order,6269,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,4,BAA0012,1,1,0,0,5,Closed,45,Retail,0,78,78,0,46020
33196,Sales Order,6269,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,1,TPH0020-0001-BK,1,1,0,0,63,Closed,45,Retail,0,78,78,2,46020
33196,Sales Order,6269,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,2,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,78,78,0,46020
33197,Sales Order,6270,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,1,ROF0020-0202,1,1,0,0,69.75,Closed,45,Retail,0,139.5,139.5,0,45899
33197,Sales Order,6270,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,2,ROF0020-0505,1,1,0,0,69.75,Closed,45,Retail,0,139.5,139.5,0,45899
33197,Sales Order,6270,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,139.5,139.5,0,45899
33198,Sales Order,6271,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,48.45,48.45,0,46032
33198,Sales Order,6271,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,1,ROD0001-0001,1,1,0,0,31.5,Closed,45,Retail,0,48.45,48.45,0,46032
33198,Sales Order,6271,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,6.95,Closed,45,Retail,0,48.45,48.45,0,46032
33199,Sales Order,6272,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Intl 1st,4,BAA0001,1,1,0,0,10,Closed,45,Retail,0,88.63,88.63,0,46049
33199,Sales Order,6272,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Intl 1st,2,TBK0205-0004-MS,1,1,0,0,50.63,Closed,45,Retail,0,88.63,88.63,1,46049
33199,Sales Order,6272,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Intl 1st,1,BRS-0006,1,1,0,0,12.5,Closed,45,Retail,0,88.63,88.63,3745,46049
33199,Sales Order,6272,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Intl 1st,3,Shipping & Handling,1,1,0,0,15.5,Closed,45,Retail,0,88.63,88.63,0,46049
33200,Sales Order,6273,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,4,BAA0001,2,2,0,0,10,Closed,45,Retail,0,83,83,0,46019
33200,Sales Order,6273,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,2,ROD0001-0001,1,1,0,0,31.5,Closed,45,Retail,0,83,83,0,46019
33200,Sales Order,6273,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,1,ROD0001-0002,1,1,0,0,31.5,Closed,45,Retail,0,83,83,-3,46019
33200,Sales Order,6273,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,83,83,0,46019
33201,Sales Order,5106,Promotional,5/11/2028,5/18/2028,Net 30,UPS Ground,2,BAA0001,1,1,0,0,1.1,Closed,7,Promotional,0,1.1,0,0,46017
33201,Sales Order,5106,Promotional,5/11/2028,5/18/2028,Net 30,UPS Ground,1,RCJ0021-0004,1,1,0,0,0,Closed,7,Promotional,0,1.1,0,-3,46017
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,9,DAC0103-0001,2,2,0,0,10,Closed,40,Wholesale,0,424,0,295,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,10,DAC0103-0002,2,2,0,0,10,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,11,DAC0107-0001,2,2,0,0,15,Closed,40,Wholesale,0,424,0,2,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,12,DAC0107-0002,2,2,0,0,15,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,7,DAC0112-0001,2,2,0,0,12,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,8,DAC0112-0002,2,2,0,0,12,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,1,DAC0113-0001,2,2,0,0,19,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,2,DAC0113-0002,2,2,0,0,19,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,3,DAC0114-0001-MBLK,1,1,0,0,35,Closed,40,Wholesale,0,424,0,1,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,4,DAC0114-0001-MSGE,1,1,0,0,35,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,6,DAC0114-0002-MBLK,1,1,0,0,35,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,5,DAC0114-0002-MSUN,1,1,0,0,35,Closed,40,Wholesale,0,424,0,0,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,13,DAC0183-0001,2,2,0,0,15,Closed,40,Wholesale,0,424,0,1,45947
33202,Sales Order,4880,Wholesale,5/11/2028,5/16/2028,Net 30,UPS Ground,14,DAC0183-0002,2,2,0,0,15,Closed,40,Wholesale,0,424,0,0,45947
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,8,DAC0030-0001,75,0,0,75,4,OPEN,40,Wholesale,0,8765,0,0,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,7,DAC0030-0002,75,0,0,75,4,OPEN,40,Wholesale,0,8765,0,1,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,9,DAC0030-0005,75,0,0,75,4,OPEN,40,Wholesale,0,8765,0,0,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,14,DAC0050-0202,75,0,0,75,10,OPEN,40,Wholesale,0,8765,0,3,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,5,DAC0101-0002,50,0,0,50,15,OPEN,40,Wholesale,0,8765,0,28,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,6,DAC0105-0002,50,0,0,50,9,OPEN,40,Wholesale,0,8765,0,0,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,3,DAC0138-0002,75,0,0,75,9,OPEN,40,Wholesale,0,8765,0,0,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,2,DAC0165-0002,50,0,0,50,10,OPEN,40,Wholesale,0,8765,0,0,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,13,DAC0183-0002,75,0,0,75,15,OPEN,40,Wholesale,0,8765,0,0,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,10,DAC0750-0002,75,0,0,75,16,OPEN,40,Wholesale,0,8765,0,1,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,1,TBK0160-0002,50,0,0,50,11,OPEN,40,Wholesale,0,8765,0,0,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,11,TBK0200-0002,50,0,0,50,17.5,OPEN,40,Wholesale,0,8765,0,-4,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,4,UHS0011-0102,50,0,0,50,15,OPEN,40,Wholesale,0,8765,0,11,
33203,Sales Order,5296,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,12,BRS-0003,75,0,0,75,3.2,OPEN,40,Wholesale,0,8765,0,4701,
33204,Sales Order,8285,Wholesale,5/11/2028,5/18/2028,Credit Card,UPS Ground,2,BAA0003,100,100,0,0,0.5,Closed,7,Wholesale,0,1000,0,0,46057
33204,Sales Order,8285,Wholesale,5/11/2028,5/18/2028,Credit Card,UPS Ground,1,DAC0150-0002,100,100,0,0,9.5,Closed,7,Wholesale,0,1000,0,0,46057
33205,Sales Order,3727,Wholesale,5/11/2028,5/25/2028,Net 30,UPS Ground,4,DAC0132-0001,10,10,0,0,4,Closed,40,Wholesale,0,267.5,0,8,
33205,Sales Order,3727,Wholesale,5/11/2028,5/25/2028,Net 30,UPS Ground,3,DAC0132-0003,10,10,0,0,4,Closed,40,Wholesale,0,267.5,0,25,
33205,Sales Order,3727,Wholesale,5/11/2028,5/25/2028,Net 30,UPS Ground,1,ROD0001-0101-PK,5,5,0,0,15,Closed,40,Wholesale,0,267.5,0,0,
33205,Sales Order,3727,Wholesale,5/11/2028,5/25/2028,Net 30,UPS Ground,2,TBK0205-0001-MS,5,5,0,0,22.5,Closed,40,Wholesale,0,267.5,0,-24,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,4,DAC0022-0001,8,0,0,8,6,OPEN,40,,0,532.5,0,0,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,5,DAC0022-0002,8,0,0,8,6,OPEN,40,,0,532.5,0,-1,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,6,DAC0022-0003,8,0,0,8,6,OPEN,40,,0,532.5,0,1,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,7,DAC0101-0002,2,0,0,2,15,OPEN,40,,0,532.5,0,28,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,2,DAC0200-0001,1,0,0,1,75,OPEN,40,,0,532.5,0,3,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,1,DAC0200-0003,1,0,0,1,75,OPEN,40,,0,532.5,0,0,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,3,DAC0210-0001,1,0,0,1,95,OPEN,40,,0,532.5,0,1,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,10,DAC0740-0006,15,0,0,15,2.5,OPEN,40,,0,532.5,0,0,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,8,TBK0215-0003,2,0,0,2,21,OPEN,40,,0,532.5,0,-1,
33206,Sales Order,4326,,5/11/2028,5/25/2028,Credit Card,UPS Ground,9,TBK0245-0002,2,0,0,2,17,OPEN,40,,0,532.5,0,-2,
33207,Sales Order,2131,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,2,BAA0002,1,0,0,1,50,OPEN,40,Wholesale,0,1550,0,0,
33207,Sales Order,2131,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,3,BAA0003,200,0,0,200,0.5,OPEN,40,Wholesale,0,1550,0,0,
33207,Sales Order,2131,Wholesale,5/11/2028,5/24/2028,Credit Card,UPS Ground,1,DAC0012-0014,200,200,0,0,7,OPEN,40,Wholesale,0,1550,0,0,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,9,DAC0101-0002,2,2,0,0,15,Closed,40,Wholesale,0,783,0,28,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,10,DAC0101-0004,2,2,0,0,15,Closed,40,Wholesale,0,783,0,-3,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,8,DAC0101-0005,2,2,0,0,15,Closed,40,Wholesale,0,783,0,-2,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,12,DAC0105-0001,2,2,0,0,9,Closed,40,Wholesale,0,783,0,0,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,13,DAC0105-0003,2,2,0,0,9,Closed,40,Wholesale,0,783,0,2,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,11,DAC0105-0005,2,2,0,0,9,Closed,40,Wholesale,0,783,0,-1,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,15,DAC0138-0001,3,3,0,0,9,Closed,40,Wholesale,0,783,0,8,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,16,DAC0138-0003,3,3,0,0,9,Closed,40,Wholesale,0,783,0,12,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,14,DAC0138-0004,3,3,0,0,9,Closed,40,Wholesale,0,783,0,11,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,17,DAC0138-0005,3,3,0,0,9,Closed,40,Wholesale,0,783,0,8,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,6,DAC0200-0001,1,1,0,0,75,Closed,40,Wholesale,0,783,0,3,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,5,DAC0200-0002,1,1,0,0,75,Closed,40,Wholesale,0,783,0,0,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,7,DAC0200-0004,1,1,0,0,75,Closed,40,Wholesale,0,783,0,0,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,20,DAC0210-0002,1,1,0,0,95,Closed,40,Wholesale,0,783,0,2,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,21,DAC0210-0003,1,1,0,0,95,Closed,40,Wholesale,0,783,0,0,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,1,TBK0020-0101-PK,1,1,0,0,12.5,Closed,40,Wholesale,0,783,0,-2,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,2,TBK0020-0202-PK,1,1,0,0,12.5,Closed,40,Wholesale,0,783,0,-4,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,4,TBK0205-0002-MS,1,1,0,0,22.5,Closed,40,Wholesale,0,783,0,-1,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,3,TBK0205-0004-MS,1,1,0,0,22.5,Closed,40,Wholesale,0,783,0,1,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,19,TBK0210-0001,2,2,0,0,11.5,Closed,40,Wholesale,0,783,0,14,
33208,Sales Order,4542,Wholesale,5/11/2028,5/25/2028,Credit Card,UPS Ground,18,TBK0210-0003,2,2,0,0,11.5,Closed,40,Wholesale,0,783,0,21,
33209,Sales Order,7192,Promotional,5/11/2028,5/24/2028,Credit Card,FedEx Ground,2,BAA0002,1,0,0,1,50,OPEN,7,Promotional,0,530.24,0,0,
33209,Sales Order,7192,Promotional,5/11/2028,5/24/2028,Credit Card,FedEx Ground,3,BAA0003,12,0,0,12,0.5,OPEN,7,Promotional,0,530.24,0,0,
33209,Sales Order,7192,Promotional,5/11/2028,5/24/2028,Credit Card,FedEx Ground,1,ROF0060-0106,12,0,0,12,39.52,OPEN,7,Promotional,0,530.24,0,8,
33210,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,3,DAC0171-0005,1,0,1,1,6.6,OPEN,,Tradeshow/Promo,0,40.6,0,0,
33210,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,1,ROD0010-0005,1,0,1,1,17,OPEN,,Tradeshow/Promo,0,40.6,0,11,
33210,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,2,ROD0021-0005,1,0,1,1,17,OPEN,,Tradeshow/Promo,0,40.6,0,1,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,1,DAC0001-0001,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,2,DAC0001-0002,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,3,DAC0001-0003,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,4,DAC0001-0004,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,3,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,5,DAC0001-0005,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,6,DAC0001-0014,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,2,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,7,DAC0001-0015,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,8,DAC0010-0001,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,2,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,9,DAC0010-0002,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,3,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,10,DAC0010-0003,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,11,DAC0010-0004,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,12,DAC0010-0005,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,13,DAC0010-0014,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,2,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,14,DAC0010-0015,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,15,DAC0012-0001,1,0,1,1,7,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,16,DAC0012-0002,1,0,1,1,7,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,17,DAC0012-0003,1,0,1,1,7,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,18,DAC0012-0004,1,0,1,1,7,OPEN,43,Tradeshow/Promo,0,273,0,1,
